1.28E-17	200-282	PF3D7_1039100	565	46983	0.001	15697	46566	8
3.40E-17	1107-1203	PF3D7_0114000	1463	46983	0.00092	15697	46566	7
4.52E-17	"390-527,562-610"	PF3D7_1001600	763	53348	0.064	149367	53487	27
0.04	202-260	PF3D7_1001600	763	47034	0.082	99344	102616	31
7.59E-17	495-566	PF3D7_0201700	900	50633	0.00042	15697	46566	12
9.42E-17	480-563	PF3D7_1149500	838	46983	0.00082	15697	46566	6
8.83E-05	608-691	PF3D7_1149500	838	44151	0.014	18515	48066	45
2.86E-15	41-100	PF3D7_1464400	104	51621	0.0087	125529	111436	3
3.30E-15	"200-236,264-380"	PF3D7_0104200	466	47675	0.076	156848	160742	46
3.73E-15	1043-1100	PF3D7_0603400	1103	43836	0.012	66880	57851	4
4.06E-15	119-218	PF3D7_1253000	469	46983	0.001	15697	46566	8
0.029	378-448	PF3D7_1253000	469	38065	0.014	83704	55195	6
0.0785	235-335	PF3D7_1253000	469	38752	0.03	18441	48009	21
5.23E-15	141-237	PF3D7_1401100	492	46983	0.0016	15697	46566	6
9.03E-15	524-592	PF3D7_0102200	1085	38551	0.00084	15697	46566	5
2.28E-06	871-970	PF3D7_0102200	1085	39861	0.035	68050	69353	38
1.97E-14	122-276	PF3D7_1127000	287	45098	0.042	32651	52800	109
2.57E-12	"1482-1559,1636-1701,1728-1752"	PF3D7_0718100	2695	40302	0.021	81092	88854	35
1.60E-07	"1902-1976,2247-2309"	PF3D7_0718100	2695	38659	0.0066	41635	88854	204
2.57E-12	"1482-1559,1636-1701,1728-1752"	PF3D7_0718100_1	2695	40302	0.021	81092	88854	35
1.60E-07	"1902-1976,2247-2309"	PF3D7_0718100_1	2695	38659	0.0066	41635	88854	204
3.28E-11	466-620	PF3D7_1458300	1528	46012	0.061	147049	159742	14
3.66E-11	239-316	PF3D7_1104100	347	53469	0.0027	65279	58039	4
1.70E-05	22-147	PF3D7_1104100	347	36510	0.011	98738	47662	9
3.92E-11	1033-1091	PF3D7_0709100	1248	50131	0.01	119965	141256	4
0.000124	810-865	PF3D7_0709100	1248	42583	0.0098	104494	50912	99
2.61E-10	201-284	PF3D7_1419200	671	42825	0.016	33061	52901	43
3.87E-10	207-245	PF3D7_0207000	272	41189	0.064	77436	57197	3
1.70E-08	58-108	PF3D7_0104000	163	40648	0.0019	78179	82896	5
6.02E-08	713-765	PF3D7_1031600	904	38329	0.0044	39749	55278	1
6.28E-07	327-374	PF3D7_0304600	397	40648	0.0034	78178	82896	10
7.48E-07	94-255	PF3D7_0730800.1	293	50417	0.027	138560	100908	636
2.27E-05	1336-1430	PF3D7_0500800	1434	46983	0.0034	15697	46566	8
4.74E-05	122-140	PF3D7_0825300	148	54116	0.0034	147578	103643	5
7.48E-05	145-185	PF3D7_1476200	512	50417	0.076	122660	140825	871
0.000129	1247-1318	PF3D7_0201900	2441	53162	0.011	132872	141572	8
0.000196	635-708	PF3D7_1467000	860	43518	0.015	98634	103482	26
0.000205	259-356	PF3D7_0221700	493	53166	0.07	155528	159280	14
0.000445	148-212	PF3D7_0700800	231	49473	0.034	98996	81664	39
0.000471	161-251	PF3D7_0937100	258	42501	0.047	95153	103477	215
0.000523	148-212	PF3D7_1100800	231	49473	0.029	98996	81664	39
0.000785	932-1071	PF3D7_1237900	1188	53393	0.023	45799	58114	47
0.000883	267-320	PF3D7_0113300	584	53395	0.027	62247	57998	58
0.085	437-491	PF3D7_0113300	584	53395	0.023	45575	57998	86
0.00183	96-137	PF3D7_1115900	293	53829	0.0055	146538	161246	3
1.96E-03	139-218	PF3D7_1477200	232	42501	0.062	95153	103477	231
0.00201	69-140	PF3D7_0202000	654	40753	0.04	78498	81996	4
0.00301	118-193	PF3D7_0832200.1	286	54139	0.023	147716	160941	128
0.00301	118-193	PF3D7_0832200.1_1	286	54139	0.023	147716	160941	128
0.00337	83-131	PF3D7_1034100	140	39784	0.012	38382	54535	78
0.00392	180-229	PF3D7_0731300	317	45362	0.019	16581	47189	39
0.00419	364-413	PF3D7_1002300	430	40138	0.023	44239	57197	5
0.0144	192-235	PF3D7_1002300	430	42295	0.046	44205	57197	7
0.00458	483-587	PF3D7_1372100	609	52717	0.025	133769	140747	88
0.00473	22-136	PF3D7_1253200	139	37049	0.013	145821	55195	58
5.18E-03	"224-309,371-414"	PF3D7_0902700	447	48921	0.083	114410	117002	733
0.00589	36-96	PF3D7_1102900	215	52808	0.02	135825	102706	197
0.068	154-211	PF3D7_1102900	215	52372	0.031	131188	140851	101
0.00691	221-431	PF3D7_1477500	500	50417	0.046	19119	48372	678
0.0541	439-492	PF3D7_1477500	500	42737	0.03	39562	55187	39
0.00693	154-226	PF3D7_0324100	231	53687	0.056	146040	161071	150
0.00693	154-210	PF3D7_0101300	235	49473	0.02	98996	81664	403
0.0654	26-134	PF3D7_0101300	235	53532	0.024	45780	58088	210
0.00719	143-207	PF3D7_0222100	229	49473	0.017	98996	81664	39
0.00811	44-115	PF3D7_1301900	121	53532	0.026	45782	58088	256
0.00842	107-174	PF3D7_1477700	291	48244	0.088	17333	47502	8
0.0085	153-222	PF3D7_0114100	229	53060	0.025	136876	90124	135
0.00863	87-138	PF3D7_0936800	383	54024	0.015	147255	160215	24
0.0089	159-266	PF3D7_1101800	282	53507	0.0044	63263	58065	16
0.00915	164-213	PF3D7_0901700	227	42480	0.063	95198	103474	70
0.0102	86-133	PF3D7_0113200	592	47621	0.011	25583	50383	70
0.0106	267-340	PF3D7_1212100	558	43136	0.012	92591	52088	27
0.0115	309-364	PF3D7_0830300	388	54334	0.014	148599	160473	17
0.0137	51-148	PF3D7_0908300.1	305	45099	0.056	30852	52048	163
0.00536	155-197	PF3D7_0908300.1	305	53241	0.021	138973	81329	52
0.0141	21-111	PF3D7_1478800	198	36509	0.04	43357	56816	383
0.0141	167-281	PF3D7_1479200	284	44674	0.027	100535	101448	197
0.017	218-259	PF3D7_1301400	381	53116	0.012	137506	140416	8
0.017	146-212	PF3D7_0631400	231	53687	0.04	146040	161071	147
0.0173	157-262	PF3D7_1401000	307	45874	0.069	70629	74771	190
0.0196	167-281	PF3D7_0424600	309	37397	0.014	19077	48341	168
0.0208	29-99	PF3D7_1252900	113	51310	0.0056	99811	54496	80
0.0222	154-210	PF3D7_0701600	235	49473	0.027	98996	81664	403
0.0222	614-668	PF3D7_1221700	913	40425	0.087	77827	47863	22
0.0222	130-183	PF3D7_0936400	214	49250	0.014	97961	101421	78
0.0237	62-114	PF3D7_0501200	408	48730	0.011	31760	52513	49
0.0238	85-120	PF3D7_0112100	163	53401	0.0098	45628	58019	8
0.0327	149-207	PF3D7_1039700	231	49473	0.025	98996	81664	403
0.034	1433-1523	PF3D7_0220000	1558	36485	0.025	63068	56850	18
0.0345	"10-172,208-227"	PF3D7_1201000	653	52026	0.081	128861	140830	614
0.0353	129-169	PF3D7_0936200	192	53178	0.0074	16405	47083	24
0.0366	108-161	PF3D7_1404800	954	47762	0.014	68313	69104	57
4.12E-02	93-137	PF3D7_0800900	211	54498	0.015	149443	158616	63
0.0432	161-242	PF3D7_1001300	278	49131	0.031	97239	101083	31
0.051	157-212	PF3D7_1001800	260	44404	0.01	74520	63492	21
0.0523	146-212	PF3D7_1101700	231	53687	0.04	146040	161071	147
5.36E-02	134-200	PF3D7_1038700	360	53558	0.04	45789	58105	227
0.0575	172-230	PF3D7_0927900	353	35812	0.018	19239	48494	111
5.89E-02	1488-1534	PF3D7_0402200	2217	42248	0.012	94430	103371	38
0.0589	31-175	PF3D7_0800800	209	36509	0.029	43357	56816	394
0.06	"74-84,118-143"	PF3D7_0220600	225	52840	0.027	40657	55625	82
0.0602	57-130	PF3D7_0202300	267	44316	0.0093	99289	103413	106
0.0628	Jul-85	PF3D7_1233800	206	37168	0.027	43289	56753	67
0.0641	431-518	PF3D7_0532400	528	42205	0.039	94389	101968	47
0.0641	622-691	PF3D7_1016700	830	52717	0.016	133769	140747	37
0.0693	291-347	PF3D7_0532300	509	54234	0.025	148157	160705	56
0.0697	9-173	PF3D7_0936300	326	47743	0.039	23375	88646	257
0.0706	33-57	PF3D7_0113900	243	52268	0.052	130745	118300	25
0.0745	191-243	PF3D7_0301100	256	54812	0.022	136876	90124	18
0.0759	Jun-95	PF3D7_1201200	221	51564	0.021	124958	141730	5
0.0785	52-134	PF3D7_0601200	234	53532	0.026	45782	58088	271
0.0863	129-204	PF3D7_0114800	210	53060	0.031	154869	90124	95
0.0863	56-140	PF3D7_0532200	226	43855	0.0054	106363	100880	15
0.0863	32-120	PF3D7_1334700	202	36510	0.016	119985	47662	55
0.0863	95-150	PF3D7_0713100	231	53212	0.016	119671	100908	4
0.0144	148-194	PF3D7_0713100	231	49473	0.02	98996	81664	39
0.0872	223-312	PF3D7_1447700	342	49752	0.025	124121	110640	89
0.0915	158-215	PF3D7_1148800	372	42807	0.045	68669	69356	12
9.29E-02	134-209	PF3D7_0425300	232	43421	0.012	105124	111070	8
0.0942	215-285	PF3D7_0601000	309	42480	0.055	95153	103477	216
0.0942	215-285	PF3D7_0631600	309	42480	0.055	95153	103477	216
0.0942	140-289	PF3D7_0936600	297	51932	0.04	131188	140851	64
0.0942	55-148	PF3D7_0935700	207	48523	0.018	19202	48446	54
0.0959	88-164	PF3D7_1302000	312	49372	0.039	25282	50263	80
9.68E-02	157-189	PF3D7_1253300	205	53475	0.0082	73927	75699	58
9.94E-02	190-261	PF3D7_1476900	278	42480	0.075	95153	103477	314
0.0994	133-194	PF3D7_0901800	269	43785	0.019	106075	110005	39
